,Location Finding,File Sharing,Report Syncing,Chat Protocol,Map Access,Hardware Platform,Connectivity,Database,Architectural Pattern,Data Exchange Format,ENB,Risk,Optimal
376,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Client-Server,XML,15.005380644875611,1.0,No
377,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Client-Server,Compressed XML,15.089169906724056,1.0,No
378,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Client-Server,Unformatted data,14.9314472842477,1.0,No
379,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Push-based,XML,14.547244365138424,1.0,No
380,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Push-based,Compressed XML,14.631033626986918,1.0,No
381,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Push-based,Unformatted data,14.473311004510522,1.0,No
382,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Peer-to-peer,XML,14.203966766165086,1.0,No
383,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Peer-to-peer,Compressed XML,14.2877560280134,1.0,No
384,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Peer-to-peer,Unformatted data,14.130033405537041,1.0,No
385,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Client-Server,XML,14.872827069506066,1.0,No
386,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Client-Server,Compressed XML,14.956616331354413,1.0,No
387,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Client-Server,Unformatted data,14.798893708878001,1.0,No
388,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Push-based,XML,14.414690789768894,1.0,No
389,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Push-based,Compressed XML,14.498480051617374,1.0,No
390,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Push-based,Unformatted data,14.340757429140906,1.0,No
391,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,XML,14.116829057321421,1.0,No
392,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Compressed XML,14.200618319169973,1.0,No
393,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,14.042895696693504,1.0,No
394,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,XML,14.785689360662506,1.0,No
395,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Compressed XML,14.869478622510956,1.0,No
396,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Unformatted data,14.711756000034613,1.0,No
397,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Push-based,XML,14.327553080925384,1.0,No
398,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Push-based,Compressed XML,14.411342342773837,1.0,No
399,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Push-based,Unformatted data,14.253619720297435,1.0,No
400,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,XML,13.984275481951883,1.0,No
401,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,14.068064743800313,1.0,No
402,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Unformatted data,13.910342121323907,1.0,No
403,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Client-Server,XML,14.653135785293038,1.0,No
404,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Compressed XML,14.736925047141447,1.0,No
405,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Unformatted data,14.57920242466497,1.0,No
406,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Push-based,XML,14.194999505555831,1.0,No
407,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Push-based,Compressed XML,14.27878876740435,1.0,No
408,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Push-based,Unformatted data,14.12106614492791,1.0,No
409,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,XML,14.290282103177185,1.0,No
410,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,Compressed XML,14.374071365025546,1.0,No
411,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,Unformatted data,14.216348742549165,1.0,No
412,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Client-Server,XML,14.95914240651823,1.0,No
413,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Client-Server,Compressed XML,15.04293166836664,1.0,No
414,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Client-Server,Unformatted data,14.88520904589024,1.0,No
415,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Push-based,XML,14.501006126781169,1.0,No
416,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Push-based,Compressed XML,14.584795388629503,1.0,No
417,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Push-based,Unformatted data,14.427072766153147,1.0,No
418,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,XML,14.157728527807627,1.0,No
419,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Compressed XML,14.24151778965599,1.0,No
420,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Unformatted data,14.083795167179566,1.0,No
421,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Client-Server,XML,14.826588831148646,1.0,No
422,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Client-Server,Compressed XML,14.910378092997105,1.0,No
423,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Client-Server,Unformatted data,14.752655470520706,1.0,No
424,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Push-based,XML,14.368452551411622,1.0,No
425,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Push-based,Compressed XML,14.45224181325997,1.0,No
426,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Push-based,Unformatted data,14.294519190783543,1.0,No
427,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,XML,14.218554547439716,1.0,No
428,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,Compressed XML,14.302343809288152,1.0,No
429,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,Unformatted data,14.14462118681171,1.0,No
430,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Client-Server,XML,14.887414850780813,1.0,No
431,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Client-Server,Compressed XML,14.971204112629225,1.0,No
432,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Client-Server,Unformatted data,14.813481490152856,1.0,No
433,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Push-based,XML,14.429278571043628,1.0,No
434,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Push-based,Compressed XML,14.513067832892117,1.0,No
435,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Push-based,Unformatted data,14.355345210415733,1.0,No
436,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,XML,14.086000972070169,1.0,No
437,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,Compressed XML,14.169790233918622,1.0,No
438,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,Unformatted data,14.012067611442168,1.0,No
439,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Client-Server,XML,14.75486127541124,1.0,No
440,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Client-Server,Compressed XML,14.838650537259644,1.0,No
441,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Client-Server,Unformatted data,14.680927914783283,1.0,No
442,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Push-based,XML,14.296724995674143,1.0,No
443,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Push-based,Compressed XML,14.380514257522602,1.0,No
444,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Push-based,Unformatted data,14.22279163504616,1.0,No
445,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,MySQL,Peer-to-peer,XML,12.281900098174763,1.0,No
446,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,MySQL,Peer-to-peer,Compressed XML,12.365689360023273,1.0,No
447,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,MySQL,Peer-to-peer,Unformatted data,12.207966737546819,1.0,No
448,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,MySQL,Client-Server,XML,12.950760401515883,1.0,No
449,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,MySQL,Client-Server,Compressed XML,13.034549663364354,1.0,No
450,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,MySQL,Client-Server,Unformatted data,12.876827040887935,1.0,No
451,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,MySQL,Push-based,XML,12.492624121778695,1.0,No
452,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,MySQL,Push-based,Compressed XML,12.576413383627207,1.0,No
453,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,MySQL,Push-based,Unformatted data,12.41869076115078,1.0,No
454,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Peer-to-peer,XML,12.149346522805255,1.0,No
455,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Peer-to-peer,Compressed XML,12.23313578465368,1.0,No
456,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Peer-to-peer,Unformatted data,12.075413162177298,1.0,No
457,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Client-Server,XML,12.818206826146303,1.0,No
458,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Client-Server,Compressed XML,12.901996087994844,1.0,No
459,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Client-Server,Unformatted data,12.744273465518399,1.0,No
460,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Push-based,XML,12.36007054640927,1.0,No
461,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Push-based,Compressed XML,12.443859808257631,1.0,No
462,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Push-based,Unformatted data,12.286137185781243,1.0,No
463,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,XML,12.062208813961753,1.0,No
464,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Compressed XML,12.145998075810159,1.0,No
465,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,11.988275453333765,1.0,No
466,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,XML,12.731069117302798,1.0,No
467,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,Compressed XML,12.814858379151344,1.0,No
468,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,Unformatted data,12.657135756674887,1.0,No
469,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Push-based,XML,12.272932837565724,1.0,No
470,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Push-based,Compressed XML,12.356722099414151,1.0,No
471,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Push-based,Unformatted data,12.19899947693777,1.0,No
472,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,XML,11.929655238592206,1.0,No
473,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,12.01344450044061,1.0,No
474,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Unformatted data,11.855721877964163,1.0,No
475,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,XML,12.598515541933232,1.0,No
476,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,Compressed XML,12.682304803781705,1.0,No
477,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,Unformatted data,12.524582181305325,1.0,No
478,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Push-based,XML,12.14037926219616,1.0,No
479,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Compressed XML,12.224168524044583,1.0,No
480,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Unformatted data,12.06644590156818,1.0,No
481,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,XML,12.23566185981746,1.0,No
482,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,Compressed XML,12.31945112166588,1.0,No
483,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,Unformatted data,12.161728499189437,1.0,No
484,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Client-Server,XML,12.904522163158513,1.0,No
485,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Client-Server,Compressed XML,12.988311425006945,1.0,No
486,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Client-Server,Unformatted data,12.830588802530507,1.0,No
487,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Push-based,XML,12.446385883421437,1.0,No
488,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Push-based,Compressed XML,12.5301751452698,1.0,No
489,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Push-based,Unformatted data,12.372452522793418,1.0,No
490,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,XML,12.103108284447872,1.0,No
491,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,Compressed XML,12.186897546296313,1.0,No
492,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,Unformatted data,12.029174923819932,1.0,No
493,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Client-Server,XML,12.771968587788932,1.0,No
494,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Client-Server,Compressed XML,12.855757849637438,1.0,No
495,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Client-Server,Unformatted data,12.698035227161029,1.0,No
496,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Push-based,XML,12.31383230805187,1.0,No
497,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Push-based,Compressed XML,12.397621569900297,1.0,No
498,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Push-based,Unformatted data,12.2398989474239,1.0,No
499,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Peer-to-peer,XML,12.163934304080032,1.0,No
500,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Peer-to-peer,Compressed XML,12.247723565928412,1.0,No
501,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Peer-to-peer,Unformatted data,12.09000094345201,1.0,No
502,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Client-Server,XML,12.832794607421134,1.0,No
503,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Client-Server,Compressed XML,12.916583869269518,1.0,No
504,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Client-Server,Unformatted data,12.758861246793115,1.0,No
505,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Push-based,XML,12.374658327683948,1.0,No
506,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Push-based,Compressed XML,12.458447589532398,1.0,No
507,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Push-based,Unformatted data,12.30072496705604,1.0,No
508,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,XML,12.031380728710444,1.0,No
509,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,Compressed XML,12.115169990558833,1.0,No
510,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,Unformatted data,11.957447368082507,1.0,No
511,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Client-Server,XML,12.700241032051515,1.0,No
512,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Compressed XML,12.784030293899981,1.0,No
513,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Unformatted data,12.626307671423572,1.0,No
514,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Push-based,XML,12.242104752314457,1.0,No
515,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Push-based,Compressed XML,12.325894014162866,1.0,No
516,GPS,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Push-based,Unformatted data,12.168171391686501,1.0,No
517,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Peer-to-peer,XML,12.487124880828246,1.0,No
518,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Peer-to-peer,Compressed XML,12.570914142676623,1.0,No
519,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Peer-to-peer,Unformatted data,12.41319152020018,1.0,No
520,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Client-Server,XML,13.155985184169323,1.0,No
521,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Client-Server,Compressed XML,13.239774446017746,1.0,No
522,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Client-Server,Unformatted data,13.082051823541246,1.0,No
523,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Push-based,XML,12.697848904432163,1.0,No
524,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Push-based,Compressed XML,12.781638166280578,1.0,No
525,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Push-based,Unformatted data,12.623915543804262,1.0,No
526,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,sqLite,Peer-to-peer,XML,12.3545713054586,1.0,No
527,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,sqLite,Peer-to-peer,Compressed XML,12.43836056730705,1.0,No
528,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,sqLite,Peer-to-peer,Unformatted data,12.280637944830676,1.0,No
529,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,sqLite,Client-Server,XML,13.023431608799687,1.0,No
530,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,sqLite,Client-Server,Compressed XML,13.107220870648133,1.0,No
531,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,sqLite,Client-Server,Unformatted data,12.949498248171793,1.0,No
532,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,sqLite,Push-based,XML,12.56529532906261,1.0,No
533,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,sqLite,Push-based,Compressed XML,12.649084590911022,1.0,No
534,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,sqLite,Push-based,Unformatted data,12.49136196843455,1.0,No
535,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,XML,12.267433596615124,1.0,No
536,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Compressed XML,12.351222858463506,1.0,No
537,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,12.193500235987091,1.0,No
538,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,XML,12.9362938999562,1.0,No
539,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Compressed XML,13.020083161804674,1.0,No
540,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Unformatted data,12.862360539328249,1.0,No
541,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Push-based,XML,12.478157620219074,1.0,No
542,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Push-based,Compressed XML,12.561946882067526,1.0,No
543,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Push-based,Unformatted data,12.404224259591118,1.0,No
544,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,XML,12.13488002124559,1.0,No
545,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,12.218669283094012,1.0,No
546,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Unformatted data,12.060946660617574,1.0,No
